person_a,person_b,ok,byte_errors
Abdullah_Gul,Denzel_Washington,0,32
Bill_Clinton,Jackie_Chan,0,32
Tom_Crean,Diana_Krall,0,32
Norah_Jones,Tom_Hanks,0,32
Ariel_Sharon,Jennifer_Lopez,0,32
Jake_Gyllenhaal,Jackie_Chan,0,32
Robert_Blake,Gene_Robinson,0,32
Rudolph_Giuliani,Guillermo_Coria,0,32
Tommy_Thompson,Arnoldo_Aleman,0,32
George_W_Bush,Benjamin_Netanyahu,0,31
Ray_Romano,Howard_Dean,0,32
John_Howard,Jelena_Dokic,0,32
Jacques_Chirac,Arnoldo_Aleman,0,31
Vaclav_Havel,Tung_Chee-hwa,0,32
Richard_Virenque,Pedro_Almodovar,0,32
Charlton_Heston,JK_Rowling,0,32
Costas_Simitis,Nancy_Pelosi,0,32
Oswaldo_Paya,Pierce_Brosnan,0,31
Alvaro_Uribe,Billy_Crystal,0,31
Brad_Johnson,Silvio_Berlusconi,0,32
Tim_Robbins,George_Lopez,0,32
Martina_McBride,Jean-David_Levitte,0,32
Ann_Veneman,Valentino_Rossi,0,32
Rubens_Barrichello,King_Abdullah_II,0,31
Mike_Krzyzewski,Ariel_Sharon,0,32
Howard_Dean,Donald_Rumsfeld,0,32
Liza_Minnelli,William_Ford_Jr,0,32
Ciro_Gomes,Chen_Shui-bian,0,32
Russell_Simmons,Keanu_Reeves,0,32
Kamal_Kharrazi,Jackie_Chan,0,32
Xanana_Gusmao,Gil_de_Ferran,0,32
Pedro_Malan,Richard_Gere,0,32
Jean-Pierre_Raffarin,Jesse_Jackson,0,32
Howard_Dean,Kim_Dae-jung,0,32
Kurt_Warner,Lindsay_Davenport,0,32
Robert_De_Niro,Martina_McBride,0,32
Jimmy_Carter,Gerhard_Schroeder,0,31
Michael_Bloomberg,Ray_Romano,0,32
Maria_Shriver,Saddam_Hussein,0,32
Li_Zhaoxing,Nicole_Kidman,0,32
Choi_Sung-hong,Vanessa_Redgrave,0,31
Gonzalo_Sanchez_de_Lozada,Charlton_Heston,0,31
Vicente_Fox,John_Edwards,0,32
Fernando_Gonzalez,Michael_Powell,0,32
Xanana_Gusmao,Jose_Serra,0,32
Mark_Philippoussis,Heizo_Takenaka,0,32
Hosni_Mubarak,Benazir_Bhutto,0,32
Juan_Pablo_Montoya,David_Trimble,0,32
Mike_Myers,Gregg_Popovich,0,32
Clara_Harris,Robert_Kocharian,0,32
Gunter_Pleuger,Eduardo_Duhalde,0,32
Bill_Clinton,Queen_Rania,0,32
Rainer_Schuettler,Kim_Clijsters,0,32
Lance_Bass,David_Nalbandian,0,31
Mahmoud_Abbas,Fernando_Henrique_Cardoso,0,32
Colin_Powell,Maria_Shriver,0,32
Pedro_Almodovar,Ann_Veneman,0,32
David_Beckham,Habib_Rizieq,0,32
Jacques_Rogge,Alastair_Campbell,0,32
Brad_Johnson,Nick_Nolte,0,32
Heidi_Klum,Jake_Gyllenhaal,0,31
Tony_Blair,Michael_Chiklis,0,31
Hugo_Chavez,Wen_Jiabao,0,32
LeBron_James,Jacques_Chirac,0,32
Dennis_Kucinich,Elizabeth_Smart,0,32
Wayne_Ferreira,Ariel_Sharon,0,32
Joschka_Fischer,Mike_Myers,0,32
Eduardo_Duhalde,Kim_Ryong-sung,0,32
Tom_Harkin,Lance_Armstrong,0,32
Hu_Jintao,Jiri_Novak,0,32
Michael_Powell,Holly_Hunter,0,32
Pete_Sampras,Jeong_Se-hyun,0,32
Kevin_Spacey,Matthew_Perry,0,31
Valery_Giscard_dEstaing,Celine_Dion,0,32
Prince_Charles,Carla_Del_Ponte,0,32
Kalpana_Chawla,Ricardo_Sanchez,0,32
Tom_Cruise,Steve_Lavin,0,32
Steven_Spielberg,Luis_Gonzalez_Macchi,0,32
Sharon_Stone,David_Anderson,0,32
Joe_Lieberman,Roger_Moore,0,32
Kevin_Costner,Kim_Clijsters,0,32
Colin_Farrell,Maria_Soledad_Alvear_Valenzuela,0,31
William_Macy,Michelle_Yeoh,0,32
Robert_De_Niro,Elsa_Zylberstein,0,32
Roger_Moore,Maria_Soledad_Alvear_Valenzuela,0,32
John_Ashcroft,Costas_Simitis,0,32
Sylvester_Stallone,Jose_Manuel_Durao_Barroso,0,32
Steven_Spielberg,Robert_Blake,0,32
Andy_Roddick,Bill_Gates,0,31
Lucy_Liu,Abdullah_Gul,0,31
Gil_de_Ferran,Tiger_Woods,0,32
Luis_Horna,Nestor_Kirchner,0,32
James_Blake,Sergey_Lavrov,0,32
Bill_Simon,John_Howard,0,31
John_Manley,Clay_Aiken,0,31
Elizabeth_Hurley,Halle_Berry,0,32
Michelle_Yeoh,Trent_Lott,0,32
Arnold_Schwarzenegger,Luis_Ernesto_Derbez_Bautista,0,31
Jim_Furyk,Hans_Blix,0,32
Bob_Hope,Yasser_Arafat,0,32
Emanuel_Ginobili,Charlton_Heston,0,32
Laura_Bush,Carrie-Anne_Moss,0,32
Michelle_Kwan,Martina_McBride,0,32
Julianne_Moore,Spencer_Abraham,0,32
Naomi_Watts,Elizabeth_Smart,0,32
George_Clooney,Ari_Fleischer,0,32
Steffi_Graf,Kalpana_Chawla,0,32
Ana_Guevara,George_Clooney,0,32
Martina_McBride,Oswaldo_Paya,0,32
Angelina_Jolie,Michael_Schumacher,0,32
Mick_Jagger,Gerhard_Schroeder,0,32
Denzel_Washington,Leonid_Kuchma,0,32
Kamal_Kharrazi,Fidel_Castro,0,32
Michael_Douglas,Holly_Hunter,0,32
Vaclav_Havel,Norah_Jones,0,32
Lucio_Gutierrez,Anna_Kournikova,0,31
King_Abdullah_II,Bill_Clinton,0,32
Ricardo_Sanchez,Tim_Henman,0,31
Gwyneth_Paltrow,Antonio_Palocci,0,32
Joseph_Biden,Lance_Armstrong,0,32
Carla_Del_Ponte,Geoff_Hoon,0,32
Ray_Romano,Yao_Ming,0,32
Erika_Harold,Larry_Brown,0,32
Tom_Crean,Luiz_Inacio_Lula_da_Silva,0,32
Nick_Nolte,Saddam_Hussein,0,32
Pete_Sampras,Roger_Federer,0,32
Roger_Moore,Jeb_Bush,0,32
Joschka_Fischer,Leonardo_DiCaprio,0,32
Queen_Elizabeth_II,Dennis_Kucinich,0,32
Angela_Merkel,Ann_Veneman,0,32
Lance_Armstrong,Martha_Stewart,0,32
Elizabeth_Hurley,Jeb_Bush,0,32
Steve_Lavin,Elizabeth_Smart,0,32
Mark_Hurlbert,Carla_Del_Ponte,0,32
Juan_Carlos_Ferrero,Nia_Vardalos,0,32
Halle_Berry,Al_Gore,0,31
Roger_Moore,Kate_Hudson,0,32
John_Manley,Hugh_Grant,0,32
Javier_Solana,Sergey_Lavrov,0,32
Emanuel_Ginobili,Alvaro_Uribe,0,31
Mohammed_Al-Douri,John_Stockton,0,32
Peter_Struck,Roger_Moore,0,32
Jennifer_Aniston,Rubens_Barrichello,0,32
Natalie_Maines,Jean-Pierre_Raffarin,0,32
Ana_Guevara,Susan_Sarandon,0,31
John_Allen_Muhammad,Gerhard_Schroeder,0,32
Tom_Crean,Ana_Guevara,0,31
Queen_Elizabeth_II,John_Ashcroft,0,32
Wen_Jiabao,Christine_Todd_Whitman,0,32
Brad_Johnson,Laura_Bush,0,32
Li_Peng,Britney_Spears,0,32
Paul_ONeill,Sean_OKeefe,0,31
Russell_Simmons,Tom_Harkin,0,32
Jeong_Se-hyun,Robert_Blake,0,32
Liza_Minnelli,Jacques_Chirac,0,32
Charles_Taylor,Colin_Montgomerie,0,32
Colin_Powell,Andre_Agassi,0,32
Jim_Furyk,Laura_Bush,0,31
Lleyton_Hewitt,Julie_Gerberding,0,32
Charlton_Heston,Bill_Graham,0,32
Justin_Timberlake,Jay_Garner,0,31
Alvaro_Uribe,Roy_Moore,0,32
Dick_Cheney,Antonio_Banderas,0,32
Russell_Simmons,Elizabeth_Hurley,0,31
Junichiro_Koizumi,Meryl_Streep,0,32
Steve_Lavin,Rainer_Schuettler,0,32
Jesse_Jackson,Emanuel_Ginobili,0,32
George_W_Bush,Luis_Ernesto_Derbez_Bautista,0,32
Victoria_Clarke,John_Stockton,0,32
George_Robertson,Jason_Kidd,0,32
Sarah_Jessica_Parker,Martin_Scorsese,0,31
Julianne_Moore,Oscar_De_La_Hoya,0,32
Gunter_Pleuger,Mariah_Carey,0,32
Bill_Frist,David_Anderson,0,31
Winona_Ryder,Michelle_Kwan,0,31
Monica_Seles,Tommy_Thompson,0,32
Julie_Gerberding,Richard_Gere,0,32
Juan_Carlos_Ferrero,John_Allen_Muhammad,0,32
John_Ashcroft,Ann_Veneman,0,32
Roman_Polanski,Gordon_Brown,0,32
Recep_Tayyip_Erdogan,Tung_Chee-hwa,0,32
Venus_Williams,Sylvester_Stallone,0,32
Bill_McBride,Guillermo_Coria,0,32
Gray_Davis,Fernando_Gonzalez,0,32
Michael_Chiklis,Pervez_Musharraf,0,32
Mike_Myers,Michelle_Kwan,0,32
Kevin_Spacey,Russell_Simmons,0,32
Atal_Bihari_Vajpayee,Tom_Crean,0,32
Ray_Romano,Boris_Becker,0,32
Al_Sharpton,Robert_Redford,0,32
William_Macy,Roger_Moore,0,31
Tiger_Woods,Thomas_OBrien,0,32
Rob_Marshall,Maria_Shriver,0,32
Sarah_Hughes,Carlos_Moya,0,32
Walter_Mondale,Bill_Frist,0,32
Al_Sharpton,Leonardo_DiCaprio,0,32
Richard_Gere,Jimmy_Carter,0,32
Valery_Giscard_dEstaing,Leonardo_DiCaprio,0,31
Paula_Radcliffe,Clint_Eastwood,0,31
Michael_Phelps,Sharon_Stone,0,32
Vanessa_Redgrave,Clay_Aiken,0,32
Costas_Simitis,Kofi_Annan,0,32
Jeb_Bush,Joan_Laporta,0,32
Christine_Baumgartner,Steve_Lavin,0,32
Jeong_Se-hyun,Larry_Brown,0,32
Tariq_Aziz,Mahmoud_Abbas,0,32
Russell_Simmons,Trent_Lott,0,32
Roger_Federer,Alastair_Campbell,0,32
Princess_Caroline,Heidi_Klum,0,32
Madonna,Victoria_Clarke,0,32
Jeong_Se-hyun,Joan_Laporta,0,32
Costas_Simitis,Christine_Todd_Whitman,0,31
Abdullah_Gul,Luis_Ernesto_Derbez_Bautista,0,32
Elsa_Zylberstein,Zinedine_Zidane,0,32
Woody_Allen,Sergei_Ivanov,0,32
Yao_Ming,Nick_Nolte,0,30
Liza_Minnelli,Rick_Perry,0,32
Richard_Gephardt,Jiri_Novak,0,32
Elton_John,Paul_Bremer,0,32
Claudia_Pechstein,Silvan_Shalom,0,32
Lleyton_Hewitt,Charles_Moose,0,31
Gloria_Macapagal_Arroyo,Michael_Douglas,0,32
Luiz_Inacio_Lula_da_Silva,Yoko_Ono,0,32
David_Beckham,Sean_OKeefe,0,32
Tiger_Woods,Billy_Crystal,0,32
Serena_Williams,Sourav_Ganguly,0,30
Jennifer_Garner,Liza_Minnelli,0,32
Renee_Zellweger,Jennifer_Lopez,0,32
Pamela_Anderson,Maria_Shriver,0,32
Jon_Gruden,Jacques_Chirac,0,32
David_Beckham,Denzel_Washington,0,32
Alejandro_Toledo,Joe_Lieberman,0,32
Vincent_Brooks,Sharon_Stone,0,32
Andy_Roddick,Gonzalo_Sanchez_de_Lozada,0,32
Steven_Spielberg,Pete_Sampras,0,32
Charles_Moose,Scott_Peterson,0,31
Michael_Douglas,Queen_Elizabeth_II,0,32
Catherine_Deneuve,Eduard_Shevardnadze,0,31
Rick_Perry,Choi_Sung-hong,0,32
Benjamin_Netanyahu,Michael_Schumacher,0,32
Naji_Sabri,Jay_Garner,0,32
Keanu_Reeves,Elizabeth_Hurley,0,31
Edward_Lu,Hugh_Grant,0,32
Lance_Bass,Keanu_Reeves,0,32
Abdullah_Gul,Keanu_Reeves,0,31
Christine_Todd_Whitman,Natalie_Coughlin,0,31
Paul_Wolfowitz,Tim_Robbins,0,32
Vanessa_Redgrave,Xavier_Malisse,0,32
Claudia_Pechstein,Paul_ONeill,0,31
Scott_Peterson,Robert_De_Niro,0,32
Mahathir_Mohamad,Hitomi_Soga,0,32
Kim_Ryong-sung,Victoria_Clarke,0,31
Vaclav_Havel,Mike_Weir,0,31
Hugh_Grant,John_Stockton,0,32
Emanuel_Ginobili,Jennifer_Capriati,0,32
Dennis_Kucinich,Dominique_de_Villepin,0,32
Sarah_Hughes,Habib_Rizieq,0,32
Taha_Yassin_Ramadan,Muhammad_Saeed_al-Sahhaf,0,32
Sarah_Hughes,Elton_John,0,32
Adrien_Brody,Romano_Prodi,0,32
Arnoldo_Aleman,Nia_Vardalos,0,32
Natalie_Coughlin,Richard_Armitage,0,32
Junichiro_Koizumi,Angela_Bassett,0,32
Cesar_Gaviria,Condoleezza_Rice,0,32
Tim_Robbins,Peter_Struck,0,32
Angelina_Jolie,Vaclav_Havel,0,32
Paradorn_Srichaphan,Benjamin_Netanyahu,0,32
Luiz_Inacio_Lula_da_Silva,Muhammad_Saeed_al-Sahhaf,0,32
Fernando_Gonzalez,Maria_Shriver,0,32
David_Trimble,Larry_Brown,0,32
Dick_Cheney,Bill_Gates,0,31
Megawati_Sukarnoputri,John_Stockton,0,32
James_Wolfensohn,Prince_Charles,0,32
Charles_Taylor,Jon_Gruden,0,31
Hu_Jintao,John_Abizaid,0,32
Roh_Moo-hyun,Alan_Greenspan,0,32
Benjamin_Netanyahu,Vanessa_Redgrave,0,32
Carrie-Anne_Moss,Choi_Sung-hong,0,32
Jimmy_Carter,Clint_Eastwood,0,32
Eduardo_Duhalde,Yao_Ming,0,32
Laura_Bush,Marco_Antonio_Barrera,0,32
Richard_Virenque,Sergio_Vieira_De_Mello,0,32
Lindsay_Davenport,Jesse_Jackson,0,32
Lucy_Liu,Vicente_Fox,0,31
Albert_Costa,Carla_Del_Ponte,0,32
Paul_Martin,Kate_Hudson,0,32
Binyamin_Ben-Eliezer,Clay_Aiken,0,32
Ludivine_Sagnier,Norm_Coleman,0,32
Mike_Weir,Kevin_Spacey,0,32
Ashanti,Jon_Gruden,0,32
Christine_Todd_Whitman,Jeb_Bush,0,32
Costas_Simitis,Vicente_Fernandez,0,32
Trent_Lott,Harrison_Ford,0,32
Edward_Lu,William_Donaldson,0,32
Robert_Zoellick,Mohamed_ElBaradei,0,32
Tom_Hanks,Vincent_Brooks,0,32
Kevin_Costner,Edmund_Stoiber,0,32
Gerhard_Schroeder,Robert_Duvall,0,32
Roy_Moore,Mike_Myers,0,32
Jacques_Rogge,Gregg_Popovich,0,31
Paul_Bremer,Scott_Peterson,0,32
William_Donaldson,Nestor_Kirchner,0,32
Ahmed_Chalabi,Laura_Bush,0,32
Carla_Del_Ponte,Leonardo_DiCaprio,0,31
Pervez_Musharraf,Kevin_Costner,0,32
Hitomi_Soga,David_Heymann,0,32
Jack_Straw,Kalpana_Chawla,0,32
Valery_Giscard_dEstaing,Choi_Sung-hong,0,32
Roy_Moore,Claudia_Pechstein,0,32
Jennifer_Lopez,Mariah_Carey,0,31
Naomi_Watts,Jay_Garner,0,32
Norm_Coleman,Rudolph_Giuliani,0,32
Trent_Lott,Bill_Graham,0,32
Gunter_Pleuger,Anna_Kournikova,0,31
Bill_Frist,Venus_Williams,0,31
William_Ford_Jr,Goldie_Hawn,0,32
Arnold_Schwarzenegger,Adrien_Brody,0,32
Sergio_Vieira_De_Mello,Serena_Williams,0,32
Justin_Timberlake,Saddam_Hussein,0,32
Pamela_Anderson,Tung_Chee-hwa,0,32
Mark_Philippoussis,Steve_Nash,0,32
Naji_Sabri,Paul_Bremer,0,32
Leonid_Kuchma,Steve_Lavin,0,32
Britney_Spears,Michael_Bloomberg,0,32
Robert_Redford,Paul_Burrell,0,31
Charles_Taylor,Oswaldo_Paya,0,32
Nestor_Kirchner,Brad_Johnson,0,31
Martin_McGuinness,Vanessa_Redgrave,0,32
Eduardo_Duhalde,Tom_Ridge,0,32
Li_Zhaoxing,Princess_Caroline,0,32
Dennis_Hastert,Yao_Ming,0,32
Tom_Hanks,Habib_Rizieq,0,32
James_Blake,Gene_Robinson,0,31
James_Blake,Jean_Chretien,0,32
Gwyneth_Paltrow,Andre_Agassi,0,32
Queen_Rania,Paul_Burrell,0,32
Mohammed_Al-Douri,Arnoldo_Aleman,0,32
William_Macy,Hal_Gehman,0,32
Mike_Martz,Paul_Wolfowitz,0,32
Holly_Hunter,Bob_Hope,0,32
Alastair_Campbell,Tim_Henman,0,32
Susan_Sarandon,Paul_Burrell,0,32
Mariah_Carey,Lucy_Liu,0,32
John_Allen_Muhammad,Tariq_Aziz,0,32
Jesse_Jackson,Steffi_Graf,0,32
Tommy_Franks,Robert_Redford,0,32
Charles_Taylor,Charles_Moose,0,32
Robert_Redford,Spencer_Abraham,0,32
Lucy_Liu,Tom_Crean,0,32
Michael_Phelps,Marcelo_Rios,0,32
Tom_Ridge,Martina_McBride,0,32
Tiger_Woods,John_Allen_Muhammad,0,32
Benjamin_Netanyahu,Cesar_Gaviria,0,32
Ben_Affleck,Julie_Gerberding,0,31
Lindsay_Davenport,John_Ashcroft,0,32
Sergei_Ivanov,Paula_Radcliffe,0,32
Clint_Eastwood,Paul_Burrell,0,32
Gerry_Adams,Cruz_Bustamante,0,32
Paul_Burrell,Maria_Soledad_Alvear_Valenzuela,0,32
Al_Sharpton,Li_Peng,0,32
Ciro_Gomes,Nick_Nolte,0,32
Kim_Clijsters,Taha_Yassin_Ramadan,0,31
Tariq_Aziz,Mohamed_ElBaradei,0,32
Lucio_Gutierrez,Natalie_Coughlin,0,32
Alvaro_Uribe,Howard_Dean,0,32
Mohamed_ElBaradei,Eduard_Shevardnadze,0,32
Robert_De_Niro,Walter_Mondale,0,32
Gerry_Adams,Wayne_Ferreira,0,32
Vojislav_Kostunica,Muhammad_Saeed_al-Sahhaf,0,32
Sarah_Hughes,Pamela_Anderson,0,31
Gregg_Popovich,Michael_Bloomberg,0,32
Heidi_Klum,Laura_Bush,0,32
Emma_Watson,Jose_Manuel_Durao_Barroso,0,31
Gerhard_Schroeder,Jonathan_Edwards,0,32
Walter_Mondale,Alan_Greenspan,0,32
Eduardo_Duhalde,Kristanna_Loken,0,32
Nicanor_Duarte_Frutos,Lucio_Gutierrez,0,32
Kristanna_Loken,Jiang_Zemin,0,32
Igor_Ivanov,Xanana_Gusmao,0,31
Yao_Ming,Maria_Soledad_Alvear_Valenzuela,0,32
Maria_Soledad_Alvear_Valenzuela,Ben_Affleck,0,32
Nicole_Kidman,Liza_Minnelli,0,31
Paul_Burrell,Ai_Sugiyama,0,32
Bulent_Ecevit,Muhammad_Saeed_al-Sahhaf,0,32
Ricardo_Lagos,Taha_Yassin_Ramadan,0,32
David_Anderson,Brad_Johnson,0,31
Scott_McClellan,Jennifer_Lopez,0,32
Eduard_Shevardnadze,Tony_Stewart,0,32
Choi_Sung-hong,Trent_Lott,0,32
Mahathir_Mohamad,Mick_Jagger,0,32
Rick_Perry,Hal_Gehman,0,32
Winona_Ryder,Junichiro_Koizumi,0,32
Christine_Todd_Whitman,John_Snow,0,32
Vanessa_Redgrave,Hillary_Clinton,0,32
Kevin_Costner,Rob_Marshall,0,32
Bill_Clinton,Justine_Pasek,0,32
Ana_Guevara,Sarah_Hughes,0,32
Javier_Solana,Susan_Sarandon,0,32
Charlton_Heston,Gloria_Macapagal_Arroyo,0,32
Jim_Furyk,Robert_Zoellick,0,32
Edmund_Stoiber,Kim_Clijsters,0,32
Jason_Kidd,Pedro_Almodovar,0,32
Dennis_Kucinich,Jeb_Bush,0,32
Jonathan_Edwards,Junichiro_Koizumi,0,32
Igor_Ivanov,Boris_Becker,0,32
Megawati_Sukarnoputri,Adrien_Brody,0,32
Benazir_Bhutto,Nicanor_Duarte_Frutos,0,32
Mohammad_Khatami,Maria_Soledad_Alvear_Valenzuela,0,32
Colin_Farrell,Kristanna_Loken,0,32
Ricardo_Sanchez,Keanu_Reeves,0,32
Michael_Phelps,Kofi_Annan,0,32
Jon_Gruden,Jacques_Rogge,0,32
Scott_Peterson,Antonio_Palocci,0,32
Paul_McCartney,Yao_Ming,0,32
Queen_Rania,Ahmed_Chalabi,0,32
Taha_Yassin_Ramadan,Mike_Krzyzewski,0,32
Carrie-Anne_Moss,Kurt_Warner,0,32
Jonathan_Edwards,Dick_Cheney,0,32
Bill_Simon,Bill_Graham,0,32
Nicole_Kidman,Charlton_Heston,0,32
Charles_Taylor,Laura_Bush,0,32
Michael_Chiklis,Tom_Harkin,0,32
Trent_Lott,Carlos_Menem,0,32
Pierce_Brosnan,Colin_Farrell,0,31
Sergei_Ivanov,Binyamin_Ben-Eliezer,0,32
Jacques_Chirac,David_Nalbandian,0,32
Brad_Johnson,Vaclav_Havel,0,32
Charles_Moose,Eduard_Shevardnadze,0,32
Andy_Roddick,Salma_Hayek,0,32
Sean_OKeefe,Kim_Ryong-sung,0,32
Sheryl_Crow,Tommy_Thompson,0,32
Atal_Bihari_Vajpayee,Jennifer_Lopez,0,32
Anna_Kournikova,Ari_Fleischer,0,32
Lance_Armstrong,Dominique_de_Villepin,0,32
John_Howard,David_Anderson,0,32
Tom_Ridge,Pedro_Almodovar,0,32
Yashwant_Sinha,Scott_McClellan,0,32
Gunter_Pleuger,Michael_Chiklis,0,32
Cesar_Gaviria,Walter_Mondale,0,32
Xavier_Malisse,Goldie_Hawn,0,32
Elizabeth_Smart,Atal_Bihari_Vajpayee,0,32
John_McCain,Monica_Seles,0,32
Jiri_Novak,Kurt_Warner,0,32
Ricardo_Sanchez,Bill_Simon,0,32
Lucio_Gutierrez,Clay_Aiken,0,32
David_Heymann,Amelia_Vega,0,32
Paradorn_Srichaphan,Queen_Elizabeth_II,0,30
Ron_Dittemore,Sarah_Jessica_Parker,0,32
Jan_Ullrich,Jon_Gruden,0,32
Vaclav_Havel,David_Nalbandian,0,32
Thaksin_Shinawatra,Marcelo_Rios,0,32
Carrie-Anne_Moss,Calista_Flockhart,0,32
Julianne_Moore,Muhammad_Saeed_al-Sahhaf,0,32
Clint_Eastwood,George_W_Bush,0,32
Jean_Charest,Roman_Polanski,0,32
Gene_Robinson,Richard_Virenque,0,32
Jackie_Chan,Natalie_Coughlin,0,32
Tung_Chee-hwa,Prince_Charles,0,32
Pedro_Malan,Prince_Charles,0,32
Ricardo_Lagos,Kalpana_Chawla,0,32
Costas_Simitis,Roh_Moo-hyun,0,32
Bob_Stoops,Hal_Gehman,0,32
Paula_Radcliffe,Chen_Shui-bian,0,32
Princess_Caroline,Pedro_Malan,0,32
Robert_Blake,Bob_Hope,0,32
Jean-Pierre_Raffarin,Edmund_Stoiber,0,32
Leonardo_DiCaprio,Queen_Rania,0,32
Pervez_Musharraf,Kofi_Annan,0,31
Eduard_Shevardnadze,Anna_Kournikova,0,32
Fernando_Henrique_Cardoso,Lance_Armstrong,0,32
Vaclav_Havel,Kofi_Annan,0,32
Jesse_Jackson,Habib_Rizieq,0,32
Paul_ONeill,Lance_Bass,0,32
Charles_Moose,Costas_Simitis,0,32
Angelina_Jolie,Michael_Phelps,0,32
Rick_Perry,Thomas_OBrien,0,31
Rob_Marshall,Xavier_Malisse,0,32
Sarah_Jessica_Parker,Catherine_Zeta-Jones,0,32
Claudia_Pechstein,Jose_Serra,0,32
Liza_Minnelli,JK_Rowling,0,31
Joan_Laporta,Gonzalo_Sanchez_de_Lozada,0,31
Richard_Gephardt,Lance_Bass,0,31
Igor_Ivanov,Mahathir_Mohamad,0,32
Maria_Shriver,George_W_Bush,0,32
Mick_Jagger,John_Howard,0,31
Paul_ONeill,Ian_Thorpe,0,32
Jean_Charest,Megawati_Sukarnoputri,0,32
Richard_Gere,Yoriko_Kawaguchi,0,32
Jelena_Dokic,Al_Sharpton,0,32
Hamid_Karzai,Gerhard_Schroeder,0,32
Hamid_Karzai,Dennis_Hastert,0,31
Rob_Marshall,Jacques_Rogge,0,32
Tung_Chee-hwa,Muhammad_Ali,0,31
Michael_Chang,Carla_Del_Ponte,0,32
Mohammed_Al-Douri,Tom_Hanks,0,32
Tiger_Woods,Arminio_Fraga,0,32
Brad_Johnson,Edward_Lu,0,31
Ariel_Sharon,Kim_Ryong-sung,0,32
Pierce_Brosnan,Zhu_Rongji,0,32
James_Blake,Amelie_Mauresmo,0,32
Tom_Cruise,Bob_Stoops,0,32
Maria_Shriver,Steffi_Graf,0,32
Fujio_Cho,Queen_Rania,0,32
Diana_Krall,Mahathir_Mohamad,0,31
Roh_Moo-hyun,Pedro_Malan,0,32
Luiz_Inacio_Lula_da_Silva,Enrique_Bolanos,0,32
Hal_Gehman,Roman_Polanski,0,32
Lance_Armstrong,Richard_Gephardt,0,32
Rainer_Schuettler,Kurt_Warner,0,32
John_Travolta,Tom_Hanks,0,32
William_Donaldson,Vaclav_Havel,0,32
Paul_Burrell,Taha_Yassin_Ramadan,0,32
Queen_Rania,Venus_Williams,0,32
Carrie-Anne_Moss,Juan_Carlos_Ferrero,0,31
LeBron_James,Ana_Palacio,0,32
Elizabeth_Smart,Gene_Robinson,0,32
John_Travolta,Sarah_Jessica_Parker,0,32
David_Trimble,Paul_McCartney,0,32
Paul_Martin,Angelina_Jolie,0,32
Elsa_Zylberstein,Vojislav_Kostunica,0,32
Roger_Federer,Laura_Bush,0,32
Jacques_Rogge,Thaksin_Shinawatra,0,32
Fernando_Henrique_Cardoso,Matthew_Perry,0,32
Jelena_Dokic,Mike_Krzyzewski,0,32
Gloria_Macapagal_Arroyo,James_Blake,0,32
Ana_Palacio,Scott_Peterson,0,32
Billy_Crystal,Fujio_Cho,0,32
Kate_Hudson,Emma_Watson,0,32
Jesse_Jackson,Mireya_Moscoso,0,32
Kim_Clijsters,Holly_Hunter,0,32
Richard_Gephardt,Al_Gore,0,32
Silvan_Shalom,David_Anderson,0,32
JK_Rowling,Amelie_Mauresmo,0,32
Kim_Clijsters,Li_Peng,0,32
Ciro_Gomes,Tom_Cruise,0,32
Larry_Brown,Colin_Powell,0,32
Ray_Romano,Vladimir_Putin,0,32
Luis_Gonzalez_Macchi,Bill_Frist,0,31
Nestor_Kirchner,Nicanor_Duarte_Frutos,0,31
Kim_Ryong-sung,Edward_Lu,0,32
Saddam_Hussein,Sharon_Stone,0,32
Laura_Bush,Christine_Todd_Whitman,0,31
Sean_OKeefe,Vaclav_Havel,0,32
Christine_Todd_Whitman,Boris_Becker,0,32
James_Kelly,Roh_Moo-hyun,0,30
Paul_Bremer,Kim_Clijsters,0,32
Bob_Hope,Michael_Powell,0,32
Michael_Chang,Jose_Manuel_Durao_Barroso,0,31
Jose_Manuel_Durao_Barroso,John_Allen_Muhammad,0,32
John_Stockton,Hans_Blix,0,32
Angelina_Jolie,Bob_Hope,0,32
John_Allen_Muhammad,Richard_Virenque,0,32
Tommy_Franks,Colin_Powell,0,32
Maria_Shriver,Jiang_Zemin,0,32
Ana_Guevara,Walter_Mondale,0,32
Paul_ONeill,Erika_Harold,0,32
Gwyneth_Paltrow,Heizo_Takenaka,0,31
Paul_Martin,Gene_Robinson,0,31
Prince_Charles,Liza_Minnelli,0,32
Mike_Myers,Norm_Coleman,0,32
Nicanor_Duarte_Frutos,Claudia_Pechstein,0,32
Howard_Dean,Natalie_Maines,0,32
Silvan_Shalom,Paradorn_Srichaphan,0,32
Harrison_Ford,Mark_Philippoussis,0,32
Michael_Douglas,Renee_Zellweger,0,32
Julie_Gerberding,Geoff_Hoon,0,32
Rubens_Barrichello,Gerhard_Schroeder,0,32
Billy_Crystal,Naji_Sabri,0,32
Steffi_Graf,Michelle_Kwan,0,32
Clay_Aiken,Martina_McBride,0,32
Tom_Harkin,Gonzalo_Sanchez_de_Lozada,0,32
Ari_Fleischer,Sheryl_Crow,0,32
Mick_Jagger,Ahmed_Chalabi,0,32
Rudolph_Giuliani,Zhu_Rongji,0,32
Susan_Sarandon,Nick_Nolte,0,31
Dominique_de_Villepin,Recep_Tayyip_Erdogan,0,31
David_Beckham,Atal_Bihari_Vajpayee,0,31
